"","Entrez.gene.ID","Gene.symbol","Fold.Change","Adj.P","Gene.ontology"
"21","8864","PER2",1.40256355055078,0.00013491307440314,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0002931 // response to ischemia // inferred from sequence or structural similarity /// 0005978 // glycogen biosynthetic process // inferred from sequence or structural similarity /// 0006094 // gluconeogenesis // inferred from sequence or structural similarity /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006631 // fatty acid metabolic process // inferred from sequence or structural similarity /// 0007165 // signal transduction // inferred from electronic annotation /// 0007623 // circadian rhythm // traceable author statement /// 0019229 // regulation of vasoconstriction // inferred from sequence or structural similarity /// 0019249 // lactate biosynthetic process // inferred from sequence or structural similarity /// 0031397 // negative regulation of protein ubiquitination // inferred from sequence or structural similarity /// 0032922 // circadian regulation of gene expression // inferred from sequence or structural similarity /// 0042752 // regulation of circadian rhythm // inferred from sequence or structural similarity /// 0042754 // negative regulation of circadian rhythm // inferred from sequence or structural similarity /// 0045892 // negative regulation of transcription, DNA-templated // inferred from sequence or structural similarity /// 0048511 // rhythmic process // inferred from electronic annotation /// 0050767 // regulation of neurogenesis // inferred from sequence or structural similarity /// 0050796 // regulation of insulin secretion // inferred from sequence or structural similarity /// 0050872 // white fat cell differentiation // inferred from sequence or structural similarity /// 0051726 // regulation of cell cycle // inferred from sequence or structural similarity /// 0051946 // regulation of glutamate uptake involved in transmission of nerve impulse // inferred from sequence or structural similarity /// 0070345 // negative regulation of fat cell proliferation // inferred from sequence or structural similarity /// 0070932 // histone H3 deacetylation // inferred from sequence or structural similarity /// 0097167 // circadian regulation of translation // inferred from sequence or structural similarity /// 2000678 // negative regulation of transcription regulatory region DNA binding // inferred from sequence or structural similarity"
"22","79631","EFTUD1",1.52128494548337,0.000164050922603347,"0006184 // GTP catabolic process // inferred from direct assay /// 0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from electronic annotation /// 0042254 // ribosome biogenesis // inferred from electronic annotation /// 0042256 // mature ribosome assembly // inferred from mutant phenotype"
"23","23516","SLC39A14",1.24111495669988,0.000242909827594912,"0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006826 // iron ion transport // inferred from electronic annotation /// 0006829 // zinc ion transport // inferred from electronic annotation /// 0006882 // cellular zinc ion homeostasis // inferred from direct assay /// 0015684 // ferrous iron transport // inferred from electronic annotation /// 0030001 // metal ion transport // inferred from electronic annotation /// 0055085 // transmembrane transport // traceable author statement /// 0071577 // zinc ion transmembrane transport // inferred from direct assay /// 0071577 // zinc ion transmembrane transport // inferred from mutant phenotype /// 0071578 // zinc ion transmembrane import // inferred from direct assay"
"24","3037","HAS2",1.28506899846368,0.000282494076461342,"0001570 // vasculogenesis // inferred from sequence or structural similarity /// 0001822 // kidney development // inferred from sequence or structural similarity /// 0008284 // positive regulation of cell proliferation // inferred from mutant phenotype /// 0030212 // hyaluronan metabolic process // inferred from electronic annotation /// 0030213 // hyaluronan biosynthetic process // inferred from direct assay /// 0030213 // hyaluronan biosynthetic process // inferred from electronic annotation /// 0030213 // hyaluronan biosynthetic process // inferred from mutant phenotype /// 0030213 // hyaluronan biosynthetic process // inferred from sequence or structural similarity /// 0030335 // positive regulation of cell migration // inferred from mutant phenotype /// 0035810 // positive regulation of urine volume // inferred from sequence or structural similarity /// 0036120 // cellular response to platelet-derived growth factor stimulus // inferred from direct assay /// 0036302 // atrioventricular canal development // inferred from sequence or structural similarity /// 0045226 // extracellular polysaccharide biosynthetic process // inferred from sequence or structural similarity /// 0060349 // bone morphogenesis // inferred from electronic annotation /// 0070295 // renal water absorption // inferred from sequence or structural similarity /// 0071347 // cellular response to interleukin-1 // inferred from expression pattern /// 0071356 // cellular response to tumor necrosis factor // inferred from expression pattern /// 0071498 // cellular response to fluid shear stress // inferred from expression pattern /// 0085029 // extracellular matrix assembly // inferred from sequence or structural similarity /// 0090500 // endocardial cushion to mesenchymal transition // inferred from sequence or structural similarity /// 1900625 // positive regulation of monocyte aggregation // inferred from mutant phenotype"
"25","4741","NEFM",1.39551596452305,0.000305392459774572,"0000226 // microtubule cytoskeleton organization // inferred from electronic annotation /// 0008088 // axon cargo transport // inferred from electronic annotation /// 0031133 // regulation of axon diameter // inferred from electronic annotation /// 0033693 // neurofilament bundle assembly // traceable author statement /// 0045104 // intermediate filament cytoskeleton organization // inferred from electronic annotation /// 0045110 // intermediate filament bundle assembly // inferred from electronic annotation /// 0060052 // neurofilament cytoskeleton organization // inferred from electronic annotation"
"26","79644","SRD5A3",1.43019284397978,0.00030780992603718,"0006486 // protein glycosylation // inferred from electronic annotation /// 0006488 // dolichol-linked oligosaccharide biosynthetic process // inferred from mutant phenotype /// 0006488 // dolichol-linked oligosaccharide biosynthetic process // traceable author statement /// 0006489 // dolichyl diphosphate biosynthetic process // traceable author statement /// 0006629 // lipid metabolic process // inferred from electronic annotation /// 0006702 // androgen biosynthetic process // traceable author statement /// 0008202 // steroid metabolic process // traceable author statement /// 0016095 // polyprenol catabolic process // inferred from direct assay /// 0018279 // protein N-linked glycosylation via asparagine // traceable author statement /// 0019348 // dolichol metabolic process // inferred from direct assay /// 0043687 // post-translational protein modification // traceable author statement /// 0044267 // cellular protein metabolic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement /// 0055114 // oxidation-reduction process // inferred from electronic annotation"
"27","8038","ADAM12",1.75896604519311,0.00030780992603718,"0006508 // proteolysis // inferred from electronic annotation /// 0007155 // cell adhesion // inferred from electronic annotation /// 0007173 // epidermal growth factor receptor signaling pathway // traceable author statement /// 0007229 // integrin-mediated signaling pathway // inferred from electronic annotation /// 0007520 // myoblast fusion // traceable author statement"
"28","5999","RGS4",-1.2200001993827,0.000318132873106665,"0000188 // inactivation of MAPK activity // traceable author statement /// 0008277 // regulation of G-protein coupled receptor protein signaling pathway // traceable author statement /// 0009968 // negative regulation of signal transduction // inferred from electronic annotation /// 0038032 // termination of G-protein coupled receptor signaling pathway // inferred from electronic annotation /// 0043547 // positive regulation of GTPase activity // inferred from electronic annotation /// 0045744 // negative regulation of G-protein coupled receptor protein signaling pathway // inferred from electronic annotation"
"29","130497","OSR1",1.49064571298921,0.000318132873106665,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0001655 // urogenital system development // inferred from sequence or structural similarity /// 0001656 // metanephros development // inferred from electronic annotation /// 0001657 // ureteric bud development // inferred from sequence or structural similarity /// 0001823 // mesonephros development // inferred from sequence or structural similarity /// 0002062 // chondrocyte differentiation // inferred from sequence or structural similarity /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0007507 // heart development // inferred from sequence or structural similarity /// 0008406 // gonad development // inferred from electronic annotation /// 0010628 // positive regulation of gene expression // inferred from sequence or structural similarity /// 0030154 // cell differentiation // inferred from sequence or structural similarity /// 0030501 // positive regulation of bone mineralization // inferred from sequence or structural similarity /// 0030857 // negative regulation of epithelial cell differentiation // inferred from sequence or structural similarity /// 0035115 // embryonic forelimb morphogenesis // inferred from sequence or structural similarity /// 0035116 // embryonic hindlimb morphogenesis // inferred from sequence or structural similarity /// 0036023 // embryonic skeletal limb joint morphogenesis // inferred from sequence or structural similarity /// 0042474 // middle ear morphogenesis // inferred from sequence or structural similarity /// 0042476 // odontogenesis // inferred from sequence or structural similarity /// 0042733 // embryonic digit morphogenesis // inferred from sequence or structural similarity /// 0043066 // negative regulation of apoptotic process // inferred from sequence or structural similarity /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0048389 // intermediate mesoderm development // inferred from electronic annotation /// 0048793 // pronephros development // inferred from mutant phenotype /// 0048863 // stem cell differentiation // inferred from sequence or structural similarity /// 0050679 // positive regulation of epithelial cell proliferation // inferred from sequence or structural similarity /// 0060021 // palate development // inferred from sequence or structural similarity /// 0060272 // embryonic skeletal joint morphogenesis // inferred from sequence or structural similarity /// 0071300 // cellular response to retinoic acid // inferred from electronic annotation /// 0072075 // metanephric mesenchyme development // inferred from sequence or structural similarity /// 0072111 // cell proliferation involved in kidney development // inferred from sequence or structural similarity /// 0072133 // metanephric mesenchyme morphogenesis // inferred from sequence or structural similarity /// 0072143 // mesangial cell development // inferred from sequence or structural similarity /// 0072162 // metanephric mesenchymal cell differentiation // inferred from sequence or structural similarity /// 0072166 // posterior mesonephric tubule development // inferred from sequence or structural similarity /// 0072168 // specification of anterior mesonephric tubule identity // inferred from sequence or structural similarity /// 0072169 // specification of posterior mesonephric tubule identity // inferred from sequence or structural similarity /// 0072180 // mesonephric duct morphogenesis // inferred from sequence or structural similarity /// 0072183 // negative regulation of nephron tubule epithelial cell differentiation // inferred from sequence or structural similarity /// 0072184 // renal vesicle progenitor cell differentiation // inferred from sequence or structural similarity /// 0072190 // ureter urothelium development // inferred from sequence or structural similarity /// 0072207 // metanephric epithelium development // inferred from sequence or structural similarity /// 0072208 // metanephric smooth muscle tissue development // inferred from sequence or structural similarity /// 0072234 // metanephric nephron tubule development // inferred from sequence or structural similarity /// 0072239 // metanephric glomerulus vasculature development // inferred from sequence or structural similarity /// 0072259 // metanephric interstitial cell development // inferred from sequence or structural similarity /// 0072268 // pattern specification involved in metanephros development // inferred from sequence or structural similarity /// 0072498 // embryonic skeletal joint development // inferred from sequence or structural similarity /// 0090094 // metanephric cap mesenchymal cell proliferation involved in metanephros development // inferred from sequence or structural similarity /// 2000543 // positive regulation of gastrulation // inferred from mutant phenotype"
"30","1326","MAP3K8",-1.19319045385931,0.000344461866748982,"0000165 // MAPK cascade // not recorded /// 0000165 // MAPK cascade // inferred from electronic annotation /// 0000186 // activation of MAPKK activity // not recorded /// 0000186 // activation of MAPKK activity // inferred from electronic annotation /// 0002376 // immune system process // inferred from electronic annotation /// 0006468 // protein phosphorylation // inferred from electronic annotation /// 0007049 // cell cycle // inferred from electronic annotation /// 0007165 // signal transduction // inferred from electronic annotation /// 0016310 // phosphorylation // inferred from electronic annotation /// 0031295 // T cell costimulation // traceable author statement"
"31","7130","TNFAIP6",1.15408828836105,0.000383386086450188,"0006954 // inflammatory response // traceable author statement /// 0007155 // cell adhesion // inferred from electronic annotation /// 0007165 // signal transduction // traceable author statement /// 0007267 // cell-cell signaling // traceable author statement"
"32","9788","MTSS1",-1.351696284512,0.000388382030076651,"0006928 // cellular component movement // non-traceable author statement /// 0007015 // actin filament organization // inferred from electronic annotation /// 0007155 // cell adhesion // non-traceable author statement /// 0007165 // signal transduction // inferred from electronic annotation /// 0007169 // transmembrane receptor protein tyrosine kinase signaling pathway // traceable author statement /// 0030035 // microspike assembly // non-traceable author statement /// 0030036 // actin cytoskeleton organization // traceable author statement /// 0030041 // actin filament polymerization // inferred from electronic annotation /// 0046847 // filopodium assembly // inferred from electronic annotation /// 0050680 // negative regulation of epithelial cell proliferation // inferred from sequence or structural similarity /// 0061333 // renal tubule morphogenesis // inferred from sequence or structural similarity /// 0071498 // cellular response to fluid shear stress // inferred from sequence or structural similarity /// 0072102 // glomerulus morphogenesis // inferred from sequence or structural similarity /// 0072160 // nephron tubule epithelial cell differentiation // inferred from sequence or structural similarity /// 2001013 // epithelial cell proliferation involved in renal tubule morphogenesis // inferred from sequence or structural similarity"
"33","54842","MFSD6",1.19532249826588,0.000396861071443122,"0055085 // transmembrane transport // inferred from electronic annotation"
"34","11163 /// 440672","NUDT4 /// NUDT4P1",1.3140191346864,0.00044456739480513,"0008152 // metabolic process // inferred from electronic annotation /// 0009187 // cyclic nucleotide metabolic process // traceable author statement /// 0019722 // calcium-mediated signaling // traceable author statement /// 0019935 // cyclic-nucleotide-mediated signaling // traceable author statement /// 0035556 // intracellular signal transduction // non-traceable author statement /// 0043647 // inositol phosphate metabolic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement /// 0046831 // regulation of RNA export from nucleus // traceable author statement /// 0046907 // intracellular transport // traceable author statement"
"35","6332","SCN7A",-1.27884764675225,0.000478628512324579,"0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006814 // sodium ion transport // traceable author statement /// 0006936 // muscle contraction // inferred from electronic annotation /// 0019228 // neuronal action potential // not recorded /// 0034220 // ion transmembrane transport // inferred from electronic annotation /// 0034765 // regulation of ion transmembrane transport // inferred from electronic annotation /// 0035725 // sodium ion transmembrane transport // not recorded /// 0055078 // sodium ion homeostasis // inferred from electronic annotation /// 0055085 // transmembrane transport // inferred from electronic annotation /// 0086010 // membrane depolarization during action potential // not recorded"
"36","56603","CYP26B1",1.97233974978158,0.000515045541250346,"0001709 // cell fate determination // inferred from sequence or structural similarity /// 0006766 // vitamin metabolic process // traceable author statement /// 0006805 // xenobiotic metabolic process // traceable author statement /// 0007140 // male meiosis // inferred from sequence or structural similarity /// 0007283 // spermatogenesis // inferred from sequence or structural similarity /// 0009954 // proximal/distal pattern formation // inferred from sequence or structural similarity /// 0010628 // positive regulation of gene expression // inferred from electronic annotation /// 0030326 // embryonic limb morphogenesis // inferred from sequence or structural similarity /// 0034653 // retinoic acid catabolic process // inferred from direct assay /// 0042573 // retinoic acid metabolic process // inferred from electronic annotation /// 0043587 // tongue morphogenesis // inferred from electronic annotation /// 0044281 // small molecule metabolic process // traceable author statement /// 0048384 // retinoic acid receptor signaling pathway // inferred from electronic annotation /// 0048387 // negative regulation of retinoic acid receptor signaling pathway // traceable author statement /// 0055114 // oxidation-reduction process // inferred from direct assay /// 0060349 // bone morphogenesis // inferred from mutant phenotype /// 0071300 // cellular response to retinoic acid // inferred from electronic annotation /// 2001037 // positive regulation of tongue muscle cell differentiation // inferred from electronic annotation"
"37","55691","FRMD4A",1.25750220405578,0.000520424522782821,"0090162 // establishment of epithelial cell polarity // inferred from electronic annotation"
"38","1645","AKR1C1",1.31308194848141,0.000520424522782821,"0001523 // retinoid metabolic process // traceable author statement /// 0006629 // lipid metabolic process // inferred from electronic annotation /// 0006693 // prostaglandin metabolic process // inferred from direct assay /// 0006805 // xenobiotic metabolic process // non-traceable author statement /// 0007186 // G-protein coupled receptor signaling pathway // inferred from direct assay /// 0007586 // digestion // inferred from direct assay /// 0007603 // phototransduction, visible light // traceable author statement /// 0008202 // steroid metabolic process // inferred from direct assay /// 0008202 // steroid metabolic process // inferred from electronic annotation /// 0008206 // bile acid metabolic process // inferred from direct assay /// 0008284 // positive regulation of cell proliferation // inferred from direct assay /// 0015721 // bile acid and bile salt transport // traceable author statement /// 0030299 // intestinal cholesterol absorption // traceable author statement /// 0030855 // epithelial cell differentiation // inferred from direct assay /// 0034694 // response to prostaglandin // inferred from direct assay /// 0042448 // progesterone metabolic process // inferred from direct assay /// 0042574 // retinal metabolic process // inferred from direct assay /// 0042632 // cholesterol homeostasis // traceable author statement /// 0044597 // daunorubicin metabolic process // inferred from mutant phenotype /// 0044598 // doxorubicin metabolic process // inferred from mutant phenotype /// 0046683 // response to organophosphorus // inferred from expression pattern /// 0051260 // protein homooligomerization // inferred from direct assay /// 0051897 // positive regulation of protein kinase B signaling // inferred from direct assay /// 0055114 // oxidation-reduction process // inferred from direct assay /// 0071395 // cellular response to jasmonic acid stimulus // inferred from direct assay"
"39","1396","CRIP1",1.51964993372646,0.000549189174567825,"0006955 // immune response // inferred from expression pattern /// 0007507 // heart development // traceable author statement /// 0008283 // cell proliferation // traceable author statement /// 0008630 // intrinsic apoptotic signaling pathway in response to DNA damage // inferred from direct assay /// 0010033 // response to organic substance // inferred from expression pattern /// 0010043 // response to zinc ion // inferred from direct assay /// 0010468 // regulation of gene expression // inferred from expression pattern /// 0060741 // prostate gland stromal morphogenesis // inferred from expression pattern /// 0071236 // cellular response to antibiotic // inferred from direct assay /// 0071493 // cellular response to UV-B // inferred from direct assay"
"40","23052","ENDOD1",-1.14592227954898,0.000549189174567825,"0008152 // metabolic process // inferred from electronic annotation /// 0090305 // nucleic acid phosphodiester bond hydrolysis // inferred from electronic annotation"
"41","387758","FIBIN",-1.32374326330031,0.000564662722913777,""
