"","Pathway","N","DE","P.DE","FDR.DE"
"path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",25,1,0.57910157792104,0.842746298790649
"path:hsa00591","Linoleic acid metabolism",25,2,0.208283528912483,0.421355184926402
"path:hsa00650","Butanoate metabolism",25,0,1,1
"path:hsa00790","Folate biosynthesis",25,1,0.57910157792104,0.842746298790649
"path:hsa04744","Phototransduction",26,0,1,1
"path:hsa04966","Collecting duct acid secretion",26,0,1,1
"path:hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series",27,1,0.607271347832577,0.879668783691634
"path:hsa05310","Asthma",27,0,1,1
"path:hsa04392","Hippo signaling pathway - multiple species",28,4,0.0141872469660674,0.0616532213834041
"path:hsa00030","Pentose phosphate pathway",29,3,0.074414427013476,0.185772186586834
"path:hsa00630","Glyoxylate and dicarboxylate metabolism",29,0,1,1
"path:hsa00020","Citrate cycle (TCA cycle)",30,1,0.646035043329819,0.920665324907272
"path:hsa00052","Galactose metabolism",30,0,1,1
"path:hsa00860","Porphyrin metabolism",30,1,0.646035043329819,0.920665324907272
"path:hsa01523","Antifolate resistance",30,1,0.646035043329819,0.920665324907272
"path:hsa04215","Apoptosis - multiple species",30,2,0.271728044093621,0.52266815038773
"path:hsa00410","beta-Alanine metabolism",31,1,0.658087671602707,0.922895858183877
"path:hsa00500","Starch and sucrose metabolism",31,1,0.658087671602707,0.922895858183877
"path:hsa04136","Autophagy - other",31,1,0.658087671602707,0.922895858183877
"path:hsa04710","Circadian rhythm",31,1,0.658087671602707,0.922895858183877
"path:hsa00051","Fructose and mannose metabolism",32,1,0.669730436595503,0.935496482863559
"path:hsa00640","Propanoate metabolism",32,0,1,1
"path:hsa03020","RNA polymerase",32,0,1,1
"path:hsa03410","Base excision repair",32,0,1,1
"path:hsa04130","SNARE interactions in vesicular transport",33,0,1,1
"path:hsa00512","Mucin type O-glycan biosynthesis",34,4,0.0274037603723121,0.0992458847319423
"path:hsa00760","Nicotinate and nicotinamide metabolism",34,1,0.691841583588733,0.958772588280448
"path:hsa05143","African trypanosomiasis",34,2,0.322454515326428,0.574396180056341
"path:hsa05330","Allograft rejection",34,0,1,1
"path:hsa00350","Tyrosine metabolism",36,2,0.347511043197534,0.605563798047188
"path:hsa01250","Biosynthesis of nucleotide sugars",36,1,0.712474272162706,0.983493897259892
"path:hsa03030","DNA replication",36,0,1,1
"path:hsa04960","Aldosterone-regulated sodium reabsorption",36,6,0.00123407060722797,0.0124112243926927
"path:hsa05340","Primary immunodeficiency",36,0,1,1
"path:hsa00250","Alanine, aspartate and glutamate metabolism",37,0,1,1
"path:hsa00260","Glycine, serine and threonine metabolism",37,1,0.722267311052604,0.985418967017507
"path:hsa05033","Nicotine addiction",37,1,0.722267311052604,0.985418967017507
"path:hsa05216","Thyroid cancer",37,3,0.130269036943201,0.28839434593715
"path:hsa05332","Graft-versus-host disease",37,1,0.722267311052604,0.985418967017507
"path:hsa00513","Various types of N-glycan biosynthesis",38,1,0.731727235082127,0.990646102880418
"path:hsa00970","Aminoacyl-tRNA biosynthesis",40,0,1,1
"path:hsa03022","Basal transcription factors",40,0,1,1
"path:hsa04216","Ferroptosis",40,5,0.0110272712663076,0.0524540471045982
"path:hsa04940","Type I diabetes mellitus",40,1,0.749692619941005,1
"path:hsa04973","Carbohydrate digestion and absorption",40,4,0.0461145652859861,0.135634860191587
"path:hsa03440","Homologous recombination",41,0,1,1
"path:hsa04975","Fat digestion and absorption",41,2,0.408614431728748,0.675268920039997
"path:hsa05219","Bladder cancer",41,4,0.0497792613745675,0.14161496636526
"path:hsa00071","Fatty acid degradation",42,3,0.170731175913235,0.362651636748466
"path:hsa00380","Tryptophan metabolism",42,1,0.766456427820136,1
"path:hsa00565","Ether lipid metabolism",43,3,0.179217980776586,0.374241083479289
"path:hsa02010","ABC transporters",43,1,0.774413036378695,1
"path:hsa03050","Proteasome",43,1,0.774413036378695,1
"path:hsa03420","Nucleotide excision repair",43,1,0.774413036378695,1
"path:hsa04672","Intestinal immune network for IgA production",44,4,0.0617015587698674,0.168363943310026
"path:hsa04930","Type II diabetes mellitus",44,5,0.0162959673887163,0.0666997734980015
"path:hsa04962","Vasopressin-regulated water reabsorption",44,0,1,1
"path:hsa00330","Arginine and proline metabolism",45,0,1,1
"path:hsa00514","Other types of O-glycan biosynthesis",45,4,0.0659812506448949,0.170542744075391
"path:hsa04913","Ovarian steroidogenesis",45,5,0.0178347170508363,0.0721588551941881
"path:hsa00620","Pyruvate metabolism",46,0,1,1
"path:hsa05144","Malaria",46,5,0.0194664292037835,0.077865716815134
"path:hsa00140","Steroid hormone biosynthesis",47,5,0.0211930553502648,0.0838197245313844
"path:hsa00520","Amino sugar and nucleotide sugar metabolism",47,1,0.803622691452969,1
"path:hsa00600","Sphingolipid metabolism",47,2,0.478021850994335,0.754545702017964
"path:hsa05320","Autoimmune thyroid disease",47,0,1,1
"path:hsa00280","Valine, leucine and isoleucine degradation",48,1,0.810314612744545,1
"path:hsa00510","N-Glycan biosynthesis",48,2,0.48910239074887,0.761787794440717
"path:hsa03460","Fanconi anemia pathway",48,1,0.810314612744545,1
"path:hsa05110","Vibrio cholerae infection",48,2,0.48910239074887,0.761787794440717
"path:hsa05030","Cocaine addiction",49,1,0.81677879047073,1
"path:hsa00270","Cysteine and methionine metabolism",50,2,0.510814225650104,0.782543704258148
"path:hsa00830","Retinol metabolism",50,3,0.241310631589827,0.477198552357411
"path:hsa05204","Chemical carcinogenesis - DNA adducts",50,2,0.510814225650104,0.782543704258148
"path:hsa04979","Cholesterol metabolism",51,0,1,1
"path:hsa00240","Pyrimidine metabolism",52,1,0.834880963734364,1
"path:hsa00480","Glutathione metabolism",52,4,0.10003038670446,0.236313396778322
"path:hsa01212","Fatty acid metabolism",52,4,0.10003038670446,0.236313396778322
"path:hsa04961","Endocrine and other factor-regulated calcium reabsorption",52,3,0.259681689870198,0.505016325051435
"path:hsa05134","Legionellosis",53,4,0.105450105214897,0.24581746381221
"path:hsa00982","Drug metabolism - cytochrome P450",54,1,0.845945436460912,1
"path:hsa04340","Hedgehog signaling pathway",54,1,0.845945436460912,1
"path:hsa00590","Arachidonic acid metabolism",55,4,0.116677604792722,0.266691668097649
"path:hsa05416","Viral myocarditis",55,2,0.562370977341219,0.83174194968113
"path:hsa04370","VEGF signaling pathway",56,7,0.00278498182471656,0.0197189159406327
"path:hsa04730","Long-term depression",56,5,0.0412606431584271,0.125204710273848
"path:hsa04923","Regulation of lipolysis in adipocytes",56,5,0.0412606431584271,0.125204710273848
"path:hsa04978","Mineral absorption",56,3,0.296889413265016,0.550026702469925
"path:hsa03250","Viral life cycle - HIV-1",57,3,0.306249894718067,0.561458140316456
"path:hsa04330","Notch signaling pathway",57,3,0.306249894718067,0.561458140316456
"path:hsa05213","Endometrial cancer",58,6,0.0136830197535349,0.0604442334129862
"path:hsa00980","Metabolism of xenobiotics by cytochrome P450",59,3,0.324997941695579,0.574870731039416
"path:hsa04213","Longevity regulating pathway - multiple species",59,5,0.0498453732329626,0.14161496636526
"path:hsa05217","Basal cell carcinoma",60,5,0.0529227962361449,0.147847811707325
"path:hsa00983","Drug metabolism - other enzymes",61,1,0.879156463834831,1
"path:hsa04623","Cytosolic DNA-sensing pathway",61,3,0.343743860079793,0.601979297254164
"path:hsa00561","Glycerolipid metabolism",62,5,0.0594020155918192,0.164215961597709
"path:hsa05321","Inflammatory bowel disease",62,3,0.35310240527134,0.609577692724932
"path:hsa00310","Lysine degradation",63,0,1,1
"path:hsa04664","Fc epsilon RI signaling pathway",63,5,0.0628035618945712,0.168754609060222
"path:hsa04929","GnRH secretion",63,5,0.0628035618945712,0.168754609060222
"path:hsa04927","Cortisol synthesis and secretion",64,5,0.0663126905689706,0.170542744075391
"path:hsa00010","Glycolysis / Gluconeogenesis",65,0,1,1
"path:hsa04720","Long-term potentiation",65,4,0.179678247465908,0.374241083479289
"path:hsa04612","Antigen processing and presentation",66,1,0.898403182832506,1
"path:hsa05221","Acute myeloid leukemia",66,5,0.0736518402182148,0.185181769691511
"path:hsa04924","Renin secretion",67,10,8.36533418098114e-05,0.00245383135975447
"path:hsa05031","Amphetamine addiction",67,3,0.399552338497027,0.672930254310783
"path:hsa01230","Biosynthesis of amino acids",68,2,0.677613539397269,0.942766663509244
"path:hsa04137","Mitophagy - animal",68,6,0.0279129050808588,0.0992458847319423
"path:hsa04520","Adherens junction",68,8,0.0021035149332393,0.0172194710814008
"path:hsa04920","Adipocytokine signaling pathway",68,6,0.0279129050808588,0.0992458847319423
"path:hsa05211","Renal cell carcinoma",68,9,0.00047438480231061,0.00618457223753091
"path:hsa05230","Central carbon metabolism in cancer",68,6,0.0279129050808588,0.0992458847319423
"path:hsa01524","Platinum drug resistance",69,5,0.0854527925279576,0.210345335453434
"path:hsa04622","RIG-I-like receptor signaling pathway",69,4,0.207519750260167,0.421355184926402
"path:hsa04917","Prolactin signaling pathway",69,8,0.00230996195827561,0.0176762306372395
"path:hsa05120","Epithelial cell signaling in Helicobacter pylori infection",69,6,0.0297255652413282,0.101586397717937
"path:hsa05133","Pertussis",69,6,0.0297255652413282,0.101586397717937
"path:hsa03008","Ribosome biogenesis in eukaryotes",70,1,0.911571391452356,1
"path:hsa00562","Inositol phosphate metabolism",71,5,0.0938378933784488,0.227799575649751
"path:hsa04971","Gastric acid secretion",71,3,0.436036786479254,0.710578466855081
"path:hsa03320","PPAR signaling pathway",72,3,0.44503157020877,0.718583085841683
"path:hsa04115","p53 signaling pathway",72,9,0.000726380945612319,0.00824793847921085
"path:hsa05140","Leishmaniasis",72,6,0.035620202431547,0.111949207642005
"path:hsa05218","Melanoma",72,9,0.000726380945612319,0.00824793847921085
"path:hsa05223","Non-small cell lung cancer",72,8,0.00302580110864626,0.0204823459662208
"path:hsa04918","Thyroid hormone synthesis",73,3,0.453968987562649,0.729667048502523
"path:hsa05214","Glioma",73,6,0.0377402288355934,0.117562482744503
"path:hsa04742","Taste transduction",74,3,0.462845915749107,0.735150013221032
"path:hsa03018","RNA degradation",75,1,0.925660809263303,1
"path:hsa04721","Synaptic vesicle cycle",75,2,0.728712426246132,0.990373644936828
"path:hsa05220","Chronic myeloid leukemia",75,8,0.00390339235366492,0.0254443353424084
"path:hsa05412","Arrhythmogenic right ventricular cardiomyopathy",75,7,0.0137373257756787,0.0604442334129862
"path:hsa04976","Bile secretion",76,1,0.928197308135493,1
"path:hsa05100","Bacterial invasion of epithelial cells",76,8,0.00423577524437917,0.0261122805902046
"path:hsa05150","Staphylococcus aureus infection",76,2,0.735423393849056,0.991835381742788
"path:hsa05212","Pancreatic cancer",76,8,0.00423577524437917,0.0261122805902046
"path:hsa01232","Nucleotide metabolism",78,2,0.748421379443935,1
"path:hsa01521","EGFR tyrosine kinase inhibitor resistance",78,11,6.37730874707973e-05,0.00205569690234891
"path:hsa04662","B cell receptor signaling pathway",80,4,0.28915466570001,0.550026702469925
"path:hsa04146","Peroxisome",81,4,0.296820540361355,0.550026702469925
"path:hsa04970","Salivary secretion",81,4,0.296820540361355,0.550026702469925
"path:hsa03015","mRNA surveillance pathway",82,2,0.772775333757056,1
"path:hsa04260","Cardiac muscle contraction",82,3,0.531361119378322,0.798394577224022
"path:hsa04610","Complement and coagulation cascades",82,7,0.0215158771851165,0.0841509863240113
"path:hsa04012","ErbB signaling pathway",84,6,0.0663760111884336,0.170542744075391
"path:hsa04540","Gap junction",84,4,0.319951638479428,0.574396180056341
"path:hsa04911","Insulin secretion",84,4,0.319951638479428,0.574396180056341
"path:hsa04512","ECM-receptor interaction",85,9,0.00237915750282828,0.0178183710850118
"path:hsa05210","Colorectal cancer",85,10,0.000610236068028563,0.00767153914093051
"path:hsa05323","Rheumatoid arthritis",85,7,0.025633631088689,0.0949793488759843
"path:hsa04912","GnRH signaling pathway",86,8,0.00888162700087735,0.0441402623335624
"path:hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",86,8,0.00888162700087735,0.0441402623335624
"path:hsa04727","GABAergic synapse",87,3,0.571601304929668,0.841856315210223
"path:hsa04211","Longevity regulating pathway",88,7,0.0302596287272513,0.102417204923004
"path:hsa05032","Morphine addiction",88,3,0.579388080418571,0.842746298790649
"path:hsa05410","Hypertrophic cardiomyopathy",88,10,0.000803665198098309,0.00879289683931814
"path:hsa04658","Th1 and Th2 cell differentiation",89,7,0.03191855007533,0.105993675721851
"path:hsa04914","Progesterone-mediated oocyte maturation",89,6,0.0826662037070603,0.204919040175248
"path:hsa04350","TGF-beta signaling pathway",90,14,2.02108194204108e-06,0.000177855210899615
"path:hsa04750","Inflammatory mediator regulation of TRP channels",90,11,0.000235970208170927,0.00377552333073483
"path:hsa04972","Pancreatic secretion",91,5,0.197733838789696,0.404664600313796
"path:hsa04061","Viral protein interaction with cytokine and cytokine receptor",92,2,0.824833328003565,1
"path:hsa04657","IL-17 signaling pathway",92,6,0.0934131343224604,0.227799575649751
"path:hsa04666","Fc gamma R-mediated phagocytosis",92,8,0.0130696311573403,0.0589808995818434
"path:hsa05222","Small cell lung cancer",92,9,0.00407286291051875,0.02606632262732
"path:hsa00564","Glycerophospholipid metabolism",93,6,0.09715481014492,0.234236254595971
"path:hsa04070","Phosphatidylinositol signaling system",93,9,0.00437677430347179,0.0261122805902046
"path:hsa04640","Hematopoietic cell lineage",93,3,0.61695652993895,0.890035649747994
"path:hsa05322","Systemic lupus erythematosus",93,1,0.960214733762491,1
"path:hsa05414","Dilated cardiomyopathy",93,9,0.00437677430347179,0.0261122805902046
"path:hsa04713","Circadian entrainment",94,9,0.00469807149685133,0.0275620194481944
"path:hsa04925","Aldosterone synthesis and secretion",94,8,0.0147426392179753,0.063285475667406
"path:hsa04974","Protein digestion and absorption",94,13,1.74389305975904e-05,0.00102308392839197
"path:hsa01522","Endocrine resistance",95,8,0.0156350742016552,0.0647476013997957
"path:hsa04620","Toll-like receptor signaling pathway",95,8,0.0156350742016552,0.0647476013997957
"path:hsa05231","Choline metabolism in cancer",95,11,0.00037997742095709,0.00535008208707583
"path:hsa04916","Melanogenesis",96,4,0.412889667903452,0.679145621972033
"path:hsa05215","Prostate cancer",96,11,0.000416215420632444,0.00563491646394693
"path:hsa03013","Nucleocytoplasmic transport",99,0,1,1
"path:hsa04064","NF-kappa B signaling pathway",99,7,0.0518999128966965,0.146150154717097
"path:hsa04625","C-type lectin receptor signaling pathway",99,12,0.000134824572923877,0.00279166174524733
"path:hsa04933","AGE-RAGE signaling pathway in diabetic complications",99,17,3.69263352790564e-08,6.49903500911392e-06
"path:hsa05142","Chagas disease",99,10,0.00198850753384616,0.0170720646808255
"path:hsa05146","Amoebiasis",101,10,0.00230856405984528,0.0176762306372395
"path:hsa04660","T cell receptor signaling pathway",102,9,0.00797426240950534,0.0418946323603863
"path:hsa04922","Glucagon signaling pathway",102,5,0.26658057822055,0.515584415019965
"path:hsa04659","Th17 cell differentiation",104,7,0.0643013734771728,0.170542744075391
"path:hsa04928","Parathyroid hormone synthesis, secretion and action",104,11,0.000824334078686076,0.00879289683931814
"path:hsa05145","Toxoplasmosis",105,5,0.286241990998979,0.547593374085004
"path:hsa04726","Serotonergic synapse",106,6,0.152640963469464,0.333724342492244
"path:hsa04066","HIF-1 signaling pathway",107,8,0.029575387301161,0.101586397717937
"path:hsa04931","Insulin resistance",107,12,0.000282488509132656,0.00414316480061228
"path:hsa04670","Leukocyte transendothelial migration",108,8,0.0310295024056316,0.104022712826498
"path:hsa04668","TNF signaling pathway",109,11,0.00121750306846332,0.0124112243926927
"path:hsa04724","Glutamatergic synapse",109,9,0.0120625571521777,0.0558686857574546
"path:hsa04725","Cholinergic synapse",109,8,0.0325318347029349,0.106029683476232
"path:hsa01200","Carbon metabolism",111,4,0.524416644860086,0.792251755325108
"path:hsa03010","Ribosome",112,2,0.89798481289271,1
"path:hsa04071","Sphingolipid signaling pathway",115,5,0.35327798101104,0.609577692724932
"path:hsa04114","Oocyte meiosis",116,3,0.759464142762597,1
"path:hsa04722","Neurotrophin signaling pathway",116,7,0.10078807780864,0.236516022590941
"path:hsa04152","AMPK signaling pathway",118,7,0.107779611845754,0.249594890590166
"path:hsa04935","Growth hormone synthesis, secretion and action",118,13,0.000191066416645406,0.00340154734249696
"path:hsa03040","Spliceosome",119,1,0.983887653233514,1
"path:hsa04611","Platelet activation",119,11,0.00246749421730747,0.0180949575935881
"path:hsa04919","Thyroid hormone signaling pathway",119,13,0.000207953601352304,0.00348569846076244
"path:hsa00190","Oxidative phosphorylation",120,2,0.918333554923805,1
"path:hsa00230","Purine metabolism",120,6,0.224569375534789,0.451705258218548
"path:hsa04650","Natural killer cell mediated cytotoxicity",120,3,0.77929074863173,1
"path:hsa04740","Olfactory transduction",120,1,0.984438528009226,1
"path:hsa04110","Cell cycle",125,6,0.252587216111902,0.493948333729943
"path:hsa04270","Vascular smooth muscle contraction",126,10,0.0109263946123527,0.0524540471045982
"path:hsa04380","Osteoclast differentiation",126,8,0.0659391182281895,0.170542744075391
"path:hsa04142","Lysosome",127,1,0.987802410430814,1
"path:hsa04915","Estrogen signaling pathway",127,7,0.142297443824154,0.31305437641314
"path:hsa04926","Relaxin signaling pathway",127,10,0.0115112280634823,0.0540260303779437
"path:hsa04068","FoxO signaling pathway",128,15,3.05529714915459e-05,0.00135127785220198
"path:hsa04728","Dopaminergic synapse",128,8,0.0708921141315366,0.179525353771949
"path:hsa04210","Apoptosis",131,9,0.0350166568610526,0.111043812748563
"path:hsa05162","Measles",131,9,0.0350166568610526,0.111043812748563
"path:hsa05418","Fluid shear stress and atherosclerosis",132,12,0.00184548370648665,0.016656673453418
"path:hsa05135","Yersinia infection",133,12,0.00196736714839182,0.0170720646808255
"path:hsa04371","Apelin signaling pathway",134,11,0.00610601347300219,0.03411613876979
"path:hsa04550","Signaling pathways regulating pluripotency of stem cells",134,14,0.000193269735369145,0.00340154734249696
"path:hsa04910","Insulin signaling pathway",134,12,0.00209576760261228,0.0172194710814008
"path:hsa01240","Biosynthesis of cofactors",135,9,0.0411897042844057,0.125204710273848
"path:hsa04936","Alcoholic liver disease",135,6,0.311109624032245,0.567412371291971
"path:hsa04120","Ubiquitin mediated proteolysis",137,6,0.323097851281692,0.574396180056341
"path:hsa04217","Necroptosis",138,8,0.0989676727414705,0.236313396778322
"path:hsa04723","Retrograde endocannabinoid signaling",138,6,0.329116654285572,0.579245311542607
"path:hsa05017","Spinocerebellar ataxia",138,9,0.0462746676002117,0.135634860191587
"path:hsa04145","Phagosome",139,5,0.513013311546193,0.782543704258148
"path:hsa04140","Autophagy - animal",140,9,0.0498870904241257,0.14161496636526
"path:hsa04072","Phospholipase D signaling pathway",143,15,0.000110478143011916,0.00257474392607635
"path:hsa05224","Breast cancer",143,11,0.00977605503754548,0.0477940468502223
"path:hsa05226","Gastric cancer",144,13,0.00129392157775964,0.0124516032970412
"path:hsa04921","Oxytocin signaling pathway",145,9,0.0597148951264397,0.164215961597709
"path:hsa04932","Non-alcoholic fatty liver disease",147,8,0.128866408031237,0.287930362241671
"path:hsa04390","Hippo signaling pathway",148,15,0.000162493980645572,0.00317766006595785
"path:hsa04514","Cell adhesion molecules",148,6,0.389829759883604,0.659711901341484
"path:hsa05034","Alcoholism",148,3,0.88318789293071,1
"path:hsa04261","Adrenergic signaling in cardiomyocytes",149,9,0.0684124919710872,0.174501428795817
"path:hsa04150","mTOR signaling pathway",150,10,0.0325061809226065,0.106029683476232
"path:hsa05160","Hepatitis C",150,7,0.249822534612499,0.491271129517317
"path:hsa04613","Neutrophil extracellular trap formation",151,6,0.408090486665877,0.675268920039997
"path:hsa04934","Cushing syndrome",151,12,0.00554618864727789,0.0314880387716422
"path:hsa04218","Cellular senescence",153,13,0.0022313568310374,0.0176762306372395
"path:hsa05225","Hepatocellular carcinoma",157,12,0.00750717050905498,0.0400382427149599
"path:hsa05161","Hepatitis B",158,10,0.0438575301331236,0.131675642948683
"path:hsa05164","Influenza A",158,7,0.291977640932514,0.550026702469925
"path:hsa04530","Tight junction",159,6,0.456452626746307,0.730324202794091
"path:hsa04630","JAK-STAT signaling pathway",161,8,0.183408950404839,0.379764414955903
"path:hsa04022","cGMP-PKG signaling pathway",162,14,0.00130883330110944,0.0124516032970412
"path:hsa04310","Wnt signaling pathway",162,13,0.00366662335169175,0.0243519135810471
"path:hsa05206","MicroRNAs in cancer",162,17,3.92102037104849e-05,0.00153355463401008
"path:hsa04141","Protein processing in endoplasmic reticulum",163,2,0.976390278646088,1
"path:hsa05152","Tuberculosis",170,10,0.0654861213635512,0.170542744075391
"path:hsa04621","NOD-like receptor signaling pathway",173,13,0.00635181904186474,0.0349350047302561
"path:hsa05202","Transcriptional misregulation in cancer",175,18,3.07108602773178e-05,0.00135127785220198
"path:hsa04360","Axon guidance",180,13,0.00874973601024668,0.0441402623335624
"path:hsa05207","Chemical carcinogenesis - receptor activation",180,11,0.0441412666702971,0.131675642948683
"path:hsa04062","Chemokine signaling pathway",184,9,0.176122610770405,0.371228496953188
"path:hsa05203","Viral carcinogenesis",184,12,0.0237697433827952,0.0909451051167816
"path:hsa05130","Pathogenic Escherichia coli infection",187,14,0.00488553479838082,0.0281919385086893
"path:hsa05167","Kaposi sarcoma-associated herpesvirus infection",188,16,0.00072174301568485,0.00824793847921085
"path:hsa05415","Diabetic cardiomyopathy",188,13,0.012303515606709,0.056244642773527
"path:hsa05169","Epstein-Barr virus infection",194,13,0.0156315299303568,0.0647476013997957
"path:hsa04510","Focal adhesion",196,20,1.27559691695204e-05,0.000898020229534234
"path:hsa05205","Proteoglycans in cancer",196,27,6.76767758255622e-10,2.38222250905979e-07
"path:hsa04015","Rap1 signaling pathway",202,19,6.42405281984035e-05,0.00205569690234891
"path:hsa05170","Human immunodeficiency virus 1 infection",202,8,0.381262671145733,0.652955510413625
"path:hsa05417","Lipid and atherosclerosis",203,13,0.0218553834265213,0.084539505122368
"path:hsa05171","Coronavirus disease - COVID-19",205,10,0.162012551046289,0.34773425590423
"path:hsa05208","Chemical carcinogenesis - reactive oxygen species",206,13,0.0242929164106134,0.0919473825433969
"path:hsa04024","cAMP signaling pathway",215,16,0.00290006548256179,0.0200161382325834
"path:hsa04714","Thermogenesis",215,5,0.859328483225726,1
"path:hsa05163","Human cytomegalovirus infection",216,15,0.0072402394732428,0.0392086814550995
"path:hsa05166","Human T-cell leukemia virus 1 infection",217,13,0.0349628835272108,0.111043812748563
"path:hsa04014","Ras signaling pathway",223,17,0.00168947621005914,0.0156498848931794
"path:hsa04810","Regulation of actin cytoskeleton",225,20,9.18096568206562e-05,0.00248592301545161
"path:hsa04020","Calcium signaling pathway",233,14,0.0287844686393615,0.101321329610552
"path:hsa05131","Shigellosis",234,17,0.00280098237793078,0.0197189159406327
"path:hsa04144","Endocytosis",238,11,0.188972343216691,0.38899570065658
"path:hsa05132","Salmonella infection",242,16,0.00890329155023561,0.0441402623335624
"path:hsa05012","Parkinson disease",243,3,0.990014871987325,1
"path:hsa05020","Prion disease",251,9,0.48336203988265,0.759568919815593
"path:hsa04060","Cytokine-cytokine receptor interaction",276,12,0.2317938036201,0.463493124681205
"path:hsa04010","MAPK signaling pathway",282,22,0.000277814686487755,0.00414316480061228
"path:hsa05016","Huntington disease",283,4,0.987887667704154,1
"path:hsa05165","Human papillomavirus infection",319,25,0.000102182268368304,0.00256915417611735
"path:hsa05014","Amyotrophic lateral sclerosis",338,9,0.815610347968796,1
"path:hsa04151","PI3K-Akt signaling pathway",341,26,0.000117033814821652,0.00257474392607635
"path:hsa04080","Neuroactive ligand-receptor interaction",346,12,0.51354430591941,0.782543704258148
"path:hsa05010","Alzheimer disease",356,15,0.233063304172083,0.463493124681205
"path:hsa05022","Pathways of neurodegeneration - multiple diseases",444,16,0.442138705867784,0.717201956062027
"path:hsa05168","Herpes simplex virus 1 infection",456,8,0.98836293762425,1
